0.485588	0.454069	0.341558	0.474455	0.478494
0.477381	0.471473	0.359476	0.492003	0.486904
0.486443	0.467879	0.352140	0.480348	0.490151
0.487398	0.495607	0.318026	0.491424	0.475611
0.482227	0.485790	0.351002	0.464825	0.499932
0.485114	0.488471	0.337663	0.467217	0.470217
0.488999	0.498271	0.311302	0.492728	0.491349
0.479723	0.492481	0.344319	0.465581	0.487613
0.477958	0.493233	0.305126	0.453047	0.496226
0.473017	0.486513	0.325618	0.474060	0.493180
0.473103	0.490874	0.317893	0.480269	0.439636
0.478386	0.458392	0.353388	0.464602	0.487250
0.486585	0.472996	0.354587	0.485885	0.482600
0.495613	0.463211	0.314423	0.487818	0.476811
0.491310	0.449993	0.342769	0.493501	0.486006
0.466916	0.475099	0.300751	0.494945	0.493313
0.494753	0.498938	0.310230	0.473043	0.480632
0.496406	0.491681	0.333822	0.478430	0.485316
0.487175	0.476776	0.309109	0.495023	0.497929
0.497302	0.488413	0.320226	0.459183	0.476571
0.486086	0.477999	0.330350	0.469037	0.492382
0.494961	0.463886	0.351646	0.490345	0.484410
0.492495	0.497113	0.009043	0.483454	0.009111
0.494987	0.482609	0.016342	0.490788	0.012318
0.492317	0.481332	0.006120	0.499025	0.004130
0.475605	0.452480	0.045595	0.496540	0.039408
0.488050	0.479088	0.024513	0.473468	0.008623
0.478674	0.462802	0.021713	0.499374	0.010718
0.456920	0.498952	0.005537	0.491260	0.015365
0.491172	0.497112	0.009381	0.490673	0.008673
0.479268	0.488344	0.020802	0.471531	0.027133
0.476773	0.499650	0.002301	0.473569	0.000241
0.496974	0.490951	0.006819	0.487860	0.002559
0.480894	0.459578	0.022187	0.496439	0.029646
0.489192	0.486436	0.004751	0.454713	0.021410
0.486203	0.495209	0.020023	0.479586	0.026953
0.482911	0.479104	0.015644	0.472360	0.013781
0.472296	0.481392	0.024362	0.476975	0.019119
0.493785	0.495380	0.004201	0.477782	0.010754
0.495778	0.453407	0.008601	0.448694	0.008999
0.488064	0.498393	0.002632	0.472361	0.008028
0.478530	0.495312	0.025095	0.480667	0.026042
0.475788	0.492261	0.001252	0.490183	0.002467
0.479153	0.494359	0.004546	0.488384	0.020233
0.492535	0.493883	0.491057	0.486319	0.359674
0.483114	0.493057	0.499349	0.482429	0.320609
0.464501	0.462250	0.479110	0.458807	0.324370
0.449446	0.497452	0.493963	0.468083	0.339778
0.485204	0.496942	0.479464	0.486363	0.345916
0.475838	0.470594	0.481560	0.490162	0.354854
0.495748	0.475789	0.452680	0.490662	0.315038
0.482113	0.483638	0.471075	0.468066	0.350892
0.485350	0.498575	0.483284	0.482137	0.310712
0.482945	0.488315	0.487099	0.473480	0.330934
0.485183	0.480318	0.494009	0.479345	0.302972
0.472638	0.479235	0.451037	0.476057	0.326919
0.484214	0.491455	0.484653	0.469546	0.352933
0.498929	0.465964	0.472068	0.493116	0.316309
0.456198	0.494140	0.494115	0.477123	0.330357
0.496124	0.498279	0.474108	0.483135	0.352697
0.488275	0.012105	0.330428	0.492651	0.334467
0.479236	0.023341	0.325334	0.498827	0.367043
0.478415	0.031555	0.289612	0.490315	0.294207
0.479331	0.003577	0.291025	0.496780	0.352029
0.464235	0.011856	0.378836	0.466098	0.338962
0.480770	0.040792	0.330006	0.484710	0.329952
0.463807	0.010540	0.357358	0.494606	0.363354
0.490923	0.029185	0.356313	0.482341	0.354833
0.460733	0.015531	0.314283	0.479497	0.375036
0.499717	0.014249	0.322701	0.488783	0.313995
0.493311	0.002730	0.335994	0.496289	0.300238
0.491280	0.028150	0.326254	0.498940	0.360182
0.462853	0.000809	0.338847	0.496905	0.311086
0.491564	0.006459	0.304401	0.488616	0.312340
0.482946	0.042179	0.344781	0.489037	0.351197
0.474361	0.012980	0.350107	0.475422	0.359962
0.486208	0.013702	0.345375	0.491203	0.343482
0.491354	0.012957	0.354359	0.494357	0.331915
0.499568	0.001592	0.356199	0.472546	0.366407
0.492577	0.025865	0.322499	0.468125	0.338882
0.451890	0.012774	0.329820	0.494407	0.309556
0.498557	0.006942	0.343194	0.449604	0.362803
0.478466	0.012096	0.351884	0.498931	0.349637
0.486847	0.027051	0.325934	0.494920	0.326940
0.486367	0.002549	0.333930	0.489860	0.317808
0.475536	0.039780	0.330902	0.494822	0.313194
0.482002	0.281486	0.304457	0.014157	0.480967
0.494978	0.324535	0.322103	0.001046	0.471673
0.495662	0.308901	0.292734	0.042574	0.488000
0.472904	0.328445	0.341082	0.019466	0.498675
0.477816	0.381559	0.367751	0.001784	0.484230
0.450745	0.316667	0.310348	0.000892	0.465988
0.478153	0.368200	0.315754	0.012587	0.454775
0.489921	0.331504	0.339037	0.000478	0.469905
0.475628	0.349078	0.363645	0.003922	0.477531
0.495375	0.358865	0.344601	0.026254	0.478422
0.487316	0.339208	0.347029	0.014109	0.478023
0.481348	0.310336	0.363342	0.008184	0.486989
0.472198	0.348550	0.313641	0.022626	0.485562
0.486594	0.338487	0.357483	0.007661	0.493070
0.487899	0.342620	0.301886	0.018833	0.473398
0.494757	0.320285	0.351118	0.001040	0.475801
0.489724	0.036417	0.478594	0.466702	0.390556
0.470087	0.033488	0.479595	0.460877	0.332335
0.458630	0.015565	0.470968	0.484606	0.315844
0.499246	0.010420	0.484205	0.488355	0.309340
0.487317	0.008396	0.499681	0.484655	0.376940
0.481368	0.006806	0.491940	0.458318	0.365030
0.479481	0.036266	0.483867	0.497701	0.298352
0.494971	0.004332	0.477348	0.483413	0.315923
0.488931	0.021384	0.476055	0.472507	0.329634
0.496412	0.021998	0.499823	0.494230	0.321094
0.485765	0.012260	0.492610	0.464582	0.341467
0.492512	0.012605	0.469846	0.481175	0.334474
0.486901	0.018557	0.478036	0.492460	0.324661
0.497749	0.005635	0.490866	0.488332	0.340805
0.480577	0.001987	0.479981	0.491542	0.363760
0.484565	0.021196	0.485094	0.478121	0.314889
0.499086	0.019173	0.494137	0.495301	0.309161
0.468693	0.001754	0.487499	0.479863	0.311333
0.494930	0.047238	0.466219	0.482285	0.343498
0.497483	0.038285	0.340518	0.483826	0.488650
0.487183	0.036731	0.330066	0.487063	0.489179
0.497325	0.006235	0.325898	0.470855	0.499975
0.467778	0.004042	0.343233	0.488988	0.471584
0.462469	0.002285	0.298651	0.490280	0.470752
0.495422	0.007511	0.338194	0.479231	0.490289
0.498930	0.030311	0.308949	0.480610	0.455808
0.488772	0.021467	0.342529	0.477530	0.479295
