0.463403	0.133924	0.469173	0.490068	0.495386	0.197507	0.144764	0.480618
0.498201	0.109457	0.498409	0.486055	0.475823	0.174412	0.096367	0.496254
0.477451	0.130477	0.494309	0.488444	0.471991	0.176074	0.129085	0.492754
0.443948	0.107275	0.497473	0.494861	0.489287	0.209493	0.105809	0.486754
0.499178	0.137345	0.489724	0.492861	0.468158	0.212806	0.150683	0.490440
0.485964	0.089644	0.494367	0.491352	0.483475	0.192232	0.145710	0.487144
0.496002	0.106005	0.486478	0.483536	0.477909	0.190793	0.127584	0.484995
0.492450	0.075902	0.477160	0.479796	0.492336	0.246681	0.142142	0.493415
0.468931	0.130464	0.457199	0.468956	0.484117	0.199805	0.140416	0.492503
0.492911	0.139966	0.484835	0.499169	0.498019	0.224278	0.106026	0.499481
0.460755	0.078791	0.498151	0.494291	0.484205	0.192111	0.117349	0.478981
0.490679	0.498249	0.495017	0.480272	0.477254	0.485449	0.499603	0.488930
0.498533	0.485158	0.496932	0.494957	0.492927	0.442514	0.497461	0.480631
0.491026	0.469683	0.464174	0.498637	0.494645	0.473617	0.494667	0.463759
0.469025	0.480953	0.479417	0.487338	0.469841	0.491459	0.418536	0.459524
0.488955	0.498535	0.492868	0.491710	0.494150	0.449048	0.490728	0.477314
0.480304	0.495296	0.498426	0.477007	0.499558	0.493625	0.483887	0.492427
0.496564	0.477679	0.442858	0.493611	0.471027	0.469842	0.468611	0.482015
0.480441	0.489799	0.495336	0.490574	0.489461	0.486929	0.489934	0.473787
0.492273	0.489995	0.486141	0.489709	0.496543	0.475605	0.489574	0.494964
0.488873	0.478965	0.464872	0.491379	0.476288	0.491705	0.475387	0.472908
0.494928	0.477253	0.491559	0.498528	0.486262	0.470386	0.497392	0.476860
0.463379	0.487204	0.487277	0.472440	0.472140	0.468283	0.493069	0.209474
0.473215	0.476047	0.486495	0.477540	0.481646	0.491242	0.478564	0.205594
0.484702	0.495165	0.490450	0.469329	0.456799	0.498745	0.452419	0.190080
0.470957	0.484868	0.492719	0.490510	0.484042	0.487297	0.489882	0.189187
0.496064	0.487444	0.497562	0.487147	0.495973	0.492536	0.499159	0.171493
0.477283	0.496152	0.491278	0.482157	0.472450	0.481671	0.495921	0.205551
0.483173	0.487059	0.473097	0.489035	0.463576	0.471951	0.484870	0.207108
0.469675	0.477457	0.495702	0.482583	0.481508	0.478246	0.458606	0.219387
0.491094	0.485658	0.482407	0.498877	0.493367	0.461092	0.474283	0.195496
0.486765	0.490517	0.479336	0.477375	0.497031	0.498736	0.489157	0.207815
0.490117	0.496491	0.498483	0.480374	0.483031	0.487693	0.482931	0.179420
0.480082	0.461815	0.487071	0.488625	0.483353	0.477432	0.161122	0.488486
0.466265	0.486720	0.482891	0.495683	0.484030	0.494516	0.216066	0.466134
0.486131	0.481492	0.499831	0.473290	0.498163	0.467537	0.177747	0.493380
0.476357	0.474925	0.497734	0.489034	0.478203	0.481832	0.174989	0.489909
0.480518	0.499345	0.486652	0.478517	0.481232	0.452594	0.251027	0.491674
0.481082	0.496975	0.489378	0.467959	0.472673	0.488193	0.168453	0.489477
0.491674	0.495335	0.485829	0.499837	0.496039	0.486167	0.192930	0.486323
0.489988	0.472305	0.488034	0.487915	0.453738	0.497641	0.217095	0.492161
0.492579	0.497602	0.477279	0.473194	0.472776	0.472271	0.168925	0.489339
0.485514	0.449067	0.479977	0.485615	0.482318	0.460164	0.206822	0.482180
