0.493562	0.564616	0.000227	0.335255	0.506359
0.496310	0.505078	0.006847	0.301795	0.496472
0.511361	0.482065	0.015129	0.325275	0.498523
0.485136	0.516393	0.022943	0.321824	0.498651
0.524887	0.515612	0.006993	0.346904	0.517047
0.465548	0.509670	0.003791	0.327816	0.499341
0.527027	0.506863	0.027020	0.311959	0.507008
0.519215	0.496224	0.018582	0.323123	0.504707
0.501737	0.477953	0.036643	0.331207	0.518610
0.512113	0.500276	0.003515	0.320322	0.519889
0.460283	0.490765	0.016058	0.339449	0.516436
0.474519	0.511579	0.010265	0.311851	0.485549
0.474153	0.514321	0.017179	0.327672	0.496581
0.515120	0.528980	0.034375	0.298760	0.541055
0.497304	0.504789	0.013831	0.323039	0.504694
0.493033	0.542394	0.018921	0.362629	0.476651
0.517830	0.516819	0.010891	0.375069	0.497860
0.518569	0.503104	0.017469	0.333336	0.496398
0.540491	0.500109	0.019045	0.348355	0.483129
0.482003	0.500911	0.051785	0.339485	0.513759
0.490941	0.480811	0.026030	0.344156	0.520674
0.485415	0.522106	0.013038	0.308273	0.525911
0.478811	0.318866	0.483724	0.514258	0.317199
0.503943	0.304245	0.494825	0.500820	0.295140
0.502678	0.337483	0.520538	0.509721	0.357246
0.470346	0.363579	0.484453	0.469053	0.314971
0.515793	0.310778	0.478931	0.479055	0.361630
0.479829	0.340875	0.497475	0.500678	0.281946
0.501269	0.354150	0.504315	0.515295	0.320289
0.500004	0.306057	0.499430	0.513738	0.355223
0.512315	0.298247	0.509338	0.498884	0.334158
0.480366	0.309458	0.477650	0.509611	0.310872
0.459699	0.357596	0.553248	0.538359	0.346093
0.470600	0.368493	0.526357	0.489328	0.363622
0.497378	0.355425	0.529185	0.485617	0.337139
0.513809	0.312649	0.531916	0.503110	0.327664
0.535083	0.314558	0.490138	0.500693	0.305223
0.513724	0.288553	0.494200	0.520958	0.311660
0.458697	0.349622	0.471628	0.513116	0.338065
0.452614	0.351992	0.480903	0.486247	0.310874
0.531151	0.324384	0.497424	0.536534	0.324901
0.508933	0.324988	0.485891	0.493928	0.303391
0.508882	0.359971	0.516243	0.509437	0.389415
0.501103	0.322974	0.466168	0.519503	0.327704
0.505008	0.322756	0.069956	0.327647	0.381924
0.545681	0.312211	0.001550	0.327414	0.333806
0.536006	0.289961	0.002125	0.326990	0.322225
0.501735	0.335405	0.030213	0.347384	0.358967
0.504923	0.296817	0.016610	0.345194	0.371057
0.494515	0.352006	0.006534	0.366939	0.327676
0.520908	0.338884	0.013810	0.329295	0.349120
0.495655	0.337527	0.021963	0.319766	0.342132
0.481614	0.334590	0.013409	0.327044	0.319259
0.535875	0.331539	0.012399	0.320611	0.328540
0.483682	0.303100	0.004327	0.325364	0.320598
0.521927	0.325682	0.009765	0.343637	0.358543
0.508852	0.318128	0.027475	0.384447	0.343052
0.492279	0.329452	0.001699	0.341167	0.333243
0.483487	0.325660	0.007258	0.314247	0.317745
0.526864	0.338133	0.032411	0.283190	0.320709
0.495191	0.498669	0.012898	0.660505	0.482273
0.505742	0.504144	0.001619	0.659688	0.507125
0.493321	0.509930	0.013761	0.684784	0.508529
0.474029	0.522975	0.004251	0.669773	0.480889
0.523770	0.496096	0.019788	0.650774	0.527622
0.504140	0.506478	0.031583	0.660658	0.533478
0.492232	0.484890	0.027103	0.678621	0.536079
0.527129	0.493007	0.031819	0.649717	0.479384
0.488533	0.471938	0.012630	0.647875	0.506026
0.529617	0.437279	0.008111	0.657346	0.502697
0.498832	0.510664	0.026760	0.667871	0.516030
0.514962	0.478397	0.022278	0.656616	0.533760
0.456266	0.502464	0.003449	0.656699	0.521436
0.503607	0.442159	0.001903	0.684199	0.508994
0.516016	0.501761	0.002044	0.692844	0.495432
0.474313	0.498037	0.011904	0.660825	0.524330
0.505040	0.528928	0.005778	0.666308	0.506987
0.487507	0.516517	0.006724	0.693132	0.500782
0.469958	0.510359	0.006136	0.658772	0.493605
0.488693	0.498015	0.002420	0.625900	0.489212
0.502366	0.494992	0.013910	0.695742	0.483755
0.517686	0.455730	0.026387	0.639434	0.495900
0.511465	0.516461	0.022046	0.682097	0.495854
0.502452	0.516914	0.002161	0.635915	0.491603
0.515258	0.490959	0.002279	0.675470	0.527030
0.482838	0.499801	0.004821	0.681337	0.510631
0.477760	0.465851	0.495072	0.682980	0.517497
0.534460	0.514955	0.517112	0.687131	0.479829
0.528224	0.483534	0.486803	0.656560	0.488441
0.504936	0.525392	0.548684	0.686714	0.512039
0.492569	0.496578	0.525268	0.689670	0.497864
0.507152	0.487967	0.452200	0.672374	0.508651
0.475056	0.488906	0.508660	0.695252	0.495465
0.485079	0.455863	0.502603	0.655846	0.512191
0.492766	0.475712	0.484793	0.641254	0.529072
0.518829	0.466950	0.461996	0.672805	0.521546
0.498023	0.470117	0.472861	0.697446	0.510138
0.504483	0.465595	0.524914	0.687822	0.480414
0.497829	0.501192	0.511242	0.659708	0.494145
0.507550	0.502976	0.508335	0.667126	0.455213
0.470365	0.494005	0.502074	0.668110	0.462033
0.514503	0.508132	0.519133	0.693407	0.505245
0.475330	0.362475	0.038443	0.347228	0.319823
0.502596	0.315737	0.027743	0.328344	0.326362
0.505173	0.348866	0.015173	0.345969	0.307529
0.487105	0.347484	0.024260	0.340462	0.344003
0.493784	0.323709	0.046403	0.323143	0.309526
0.493448	0.335521	0.009453	0.310107	0.326216
0.533329	0.352927	0.006994	0.364212	0.366398
0.505586	0.305118	0.015355	0.319069	0.331745
0.497587	0.338728	0.022451	0.337269	0.337536
