0.501939	0.645786	0.321010	0.032318	0.477920	0.351691	0.533400	0.228517	0.665310	0.646805	0.736450	0.494548
0.484828	0.673733	0.375703	0.004106	0.503847	0.312670	0.534799	0.227026	0.662278	0.658237	0.728083	0.477716
0.502732	0.650949	0.398678	0.015797	0.465352	0.337283	0.518737	0.248692	0.688557	0.705980	0.755991	0.487584
0.551086	0.704745	0.330321	0.019623	0.476507	0.342160	0.480834	0.230139	0.685925	0.677520	0.761117	0.485517
0.482460	0.655343	0.327660	0.026167	0.532234	0.342232	0.485439	0.218739	0.648989	0.632686	0.748788	0.462393
0.483831	0.656171	0.330350	0.002745	0.494618	0.337092	0.528529	0.235573	0.659026	0.664589	0.730297	0.485860
0.500572	0.701241	0.339027	0.010215	0.492583	0.334584	0.499614	0.266769	0.668639	0.685764	0.784846	0.514166
0.516899	0.664013	0.357020	0.039073	0.512808	0.353193	0.520703	0.252762	0.691716	0.659850	0.761033	0.517731
0.490959	0.703765	0.342115	0.008605	0.516725	0.351675	0.476600	0.242215	0.674668	0.667354	0.731670	0.470172
0.518634	0.628393	0.360828	0.001156	0.483269	0.335302	0.489236	0.271390	0.647292	0.661364	0.787576	0.474597
0.489120	0.650929	0.313441	0.030994	0.482407	0.334263	0.482632	0.279926	0.653299	0.678737	0.786353	0.492784
0.505109	0.660689	0.332821	0.009038	0.520237	0.323066	0.482962	0.231264	0.646699	0.699496	0.755562	0.469930
0.482371	0.643799	0.321876	0.033823	0.482057	0.336589	0.497213	0.238052	0.665026	0.695044	0.759942	0.473005
0.467712	0.684487	0.316012	0.000990	0.513143	0.351749	0.487530	0.246849	0.654503	0.669660	0.751382	0.501216
0.519132	0.637520	0.335870	0.007936	0.515921	0.341415	0.492153	0.236778	0.649642	0.653918	0.738247	0.519512
0.507160	0.677103	0.326216	0.031773	0.520557	0.346873	0.515776	0.282066	0.652318	0.679495	0.761129	0.489340
0.524121	0.664501	0.336257	0.011053	0.522418	0.359775	0.507871	0.269278	0.659797	0.658228	0.747696	0.541097
0.497660	0.679322	0.328242	0.020224	0.497147	0.356081	0.532595	0.244905	0.652652	0.678395	0.751648	0.506880
0.513820	0.663221	0.350850	0.023250	0.508276	0.325369	0.485362	0.249066	0.654593	0.637445	0.780016	0.499433
0.515417	0.642838	0.340657	0.035966	0.486245	0.315132	0.472758	0.301781	0.699848	0.654575	0.766172	0.542321
0.480072	0.674157	0.326358	0.005951	0.479152	0.314900	0.456008	0.255084	0.637559	0.724912	0.766512	0.528017
0.483145	0.671947	0.305123	0.003573	0.513798	0.346542	0.517340	0.267045	0.695388	0.674043	0.749557	0.486935
0.510644	0.355306	0.520471	0.507176	0.480680	0.493469	0.010242	0.344088	0.363422	0.257047	0.343639	0.265880
0.482382	0.371086	0.476057	0.503444	0.468498	0.479641	0.001684	0.337472	0.309494	0.270342	0.365696	0.262458
0.499106	0.323225	0.455428	0.510929	0.494403	0.478539	0.037458	0.366451	0.350723	0.237595	0.293440	0.214705
0.474131	0.317263	0.504981	0.474095	0.494313	0.555510	0.016668	0.352134	0.300184	0.252677	0.345705	0.234866
0.476441	0.312442	0.476399	0.486905	0.531842	0.460949	0.021342	0.354193	0.369442	0.243266	0.321533	0.230163
0.506518	0.334925	0.499909	0.490279	0.522294	0.510993	0.031105	0.351883	0.334772	0.263141	0.368048	0.241940
0.475418	0.334624	0.475740	0.492391	0.501724	0.499067	0.037559	0.341572	0.343606	0.231216	0.330546	0.248440
0.527194	0.366132	0.542145	0.503402	0.489498	0.503767	0.014866	0.343634	0.325165	0.223165	0.335899	0.238625
0.478118	0.346096	0.489098	0.534728	0.528655	0.502977	0.003700	0.361907	0.357248	0.231325	0.345368	0.251891
0.518435	0.321366	0.519170	0.500793	0.525935	0.483363	0.008764	0.318590	0.310432	0.248746	0.333708	0.269340
0.502095	0.347674	0.476556	0.491646	0.484766	0.483473	0.003342	0.331177	0.329201	0.264655	0.348543	0.231830
0.509580	0.337360	0.495828	0.529865	0.502362	0.506077	0.021260	0.336788	0.348879	0.245966	0.299583	0.241638
0.514840	0.330976	0.487033	0.520672	0.508896	0.476446	0.027372	0.320893	0.335684	0.266634	0.325078	0.218606
0.485363	0.330676	0.498406	0.548701	0.545646	0.494870	0.036252	0.318197	0.304934	0.255962	0.342084	0.244126
0.483137	0.341837	0.441081	0.481953	0.495895	0.508047	0.023254	0.335133	0.352267	0.253207	0.339339	0.246161
0.499183	0.325198	0.468004	0.528287	0.515072	0.473396	0.009314	0.342935	0.332834	0.269474	0.359054	0.239365
0.491353	0.321740	0.481095	0.491408	0.459831	0.492344	0.019536	0.333343	0.339662	0.209538	0.324086	0.265976
0.508702	0.349083	0.504032	0.463293	0.576361	0.518694	0.009710	0.333716	0.341901	0.235301	0.305597	0.272677
0.503766	0.308468	0.517582	0.470523	0.508641	0.501309	0.040203	0.340975	0.316137	0.207714	0.332320	0.223236
0.505819	0.362997	0.491257	0.489422	0.503016	0.499177	0.020583	0.349628	0.309116	0.241027	0.349525	0.256062
0.513809	0.339402	0.519343	0.511199	0.529378	0.467175	0.014747	0.337872	0.338111	0.270803	0.336115	0.237058
0.499241	0.338305	0.506780	0.518847	0.483484	0.514617	0.024405	0.278892	0.326606	0.264933	0.318308	0.274716
0.500222	0.647997	0.682184	0.491964	0.492008	0.675521	0.661384	0.732460	0.658298	0.669296	0.669062	0.657866
0.512650	0.635954	0.647575	0.476689	0.464656	0.652613	0.651084	0.729934	0.648070	0.677124	0.661659	0.668052
0.485496	0.677927	0.673863	0.493975	0.476695	0.681838	0.646094	0.769719	0.664619	0.672069	0.686005	0.698659
0.509802	0.671006	0.681959	0.477238	0.524735	0.653942	0.691799	0.776434	0.648885	0.669437	0.669870	0.662788
0.491720	0.657308	0.648972	0.501838	0.517843	0.702556	0.642183	0.797204	0.679810	0.665145	0.666416	0.645070
0.493401	0.663418	0.674009	0.526366	0.497263	0.686059	0.675847	0.767941	0.680187	0.669686	0.659611	0.666087
0.510880	0.654857	0.694520	0.498774	0.506601	0.703391	0.686621	0.764021	0.672449	0.643088	0.628417	0.670384
0.492369	0.686707	0.658080	0.509935	0.500340	0.667665	0.653306	0.754253	0.680264	0.664097	0.644065	0.646968
0.498102	0.666469	0.692800	0.504356	0.502756	0.698801	0.662639	0.801283	0.684621	0.677511	0.628609	0.678910
0.500725	0.659381	0.659777	0.495170	0.495533	0.639907	0.652125	0.770913	0.690973	0.647950	0.657052	0.656228
0.498335	0.673235	0.682072	0.510376	0.487079	0.686450	0.629096	0.768520	0.636901	0.668711	0.697769	0.662717
0.524530	0.688465	0.661235	0.488721	0.480560	0.632806	0.650071	0.774981	0.653254	0.639269	0.671306	0.667106
0.526417	0.675986	0.656045	0.518342	0.509812	0.656746	0.660470	0.742828	0.633153	0.647214	0.649164	0.646858
0.497973	0.690363	0.693668	0.516621	0.483264	0.637311	0.663533	0.716522	0.672606	0.709190	0.679836	0.629063
0.512231	0.661434	0.713336	0.478151	0.485239	0.642843	0.660589	0.770746	0.702658	0.680147	0.661702	0.680052
0.530614	0.610848	0.697793	0.534791	0.506935	0.655280	0.665040	0.747480	0.686776	0.667688	0.663078	0.659131
0.479840	0.531308	0.467999	0.523916	0.561729	0.015901	0.498031	0.001838	0.508894	0.484072	0.494323	0.498345
0.509180	0.467377	0.539268	0.500365	0.503410	0.001964	0.494300	0.008214	0.512145	0.465644	0.490872	0.529077
0.491529	0.494089	0.506793	0.491994	0.524854	0.006092	0.502293	0.026810	0.480637	0.532845	0.515780	0.506184
0.488529	0.501751	0.491789	0.508678	0.481938	0.006105	0.486052	0.002764	0.500943	0.500825	0.505259	0.511258
0.515034	0.506268	0.499740	0.525430	0.500278	0.005664	0.478441	0.006746	0.499792	0.518770	0.488842	0.524761
0.494206	0.497275	0.513132	0.510504	0.485162	0.009171	0.482364	0.044819	0.484911	0.505926	0.493873	0.495186
0.490966	0.486740	0.495930	0.461781	0.478177	0.000729	0.517776	0.013522	0.522009	0.492765	0.508918	0.474381
0.497269	0.520580	0.495032	0.503142	0.523962	0.025973	0.491996	0.018079	0.493307	0.451955	0.480462	0.514755
0.532796	0.499770	0.519880	0.512058	0.495158	0.018909	0.506478	0.009958	0.458764	0.481946	0.522811	0.492191
0.524598	0.501404	0.541274	0.508038	0.518042	0.008206	0.515296	0.039258	0.479845	0.472617	0.533416	0.531303
0.504591	0.500569	0.507905	0.461698	0.496655	0.003736	0.504971	0.071123	0.540947	0.491694	0.513852	0.506370
0.501832	0.497396	0.512601	0.516160	0.490684	0.015235	0.477510	0.022759	0.482906	0.540984	0.495745	0.474692
0.499081	0.496313	0.506556	0.485167	0.514983	0.010327	0.471903	0.004156	0.459408	0.514500	0.500872	0.500967
0.472011	0.496902	0.491207	0.507123	0.495895	0.006372	0.503027	0.038545	0.491164	0.481685	0.488932	0.493153
0.471639	0.478255	0.515349	0.507115	0.490094	0.010459	0.520942	0.005735	0.462025	0.485356	0.498623	0.480882
0.513295	0.536971	0.485292	0.518412	0.489390	0.005713	0.504177	0.008080	0.527481	0.496317	0.515945	0.499853
0.479138	0.513883	0.476702	0.500901	0.505102	0.011845	0.494276	0.010489	0.503001	0.470429	0.500559	0.464817
0.500588	0.470040	0.492513	0.496423	0.502149	0.009350	0.505035	0.014959	0.507363	0.486956	0.483067	0.487441
0.523786	0.495775	0.509024	0.487021	0.506024	0.021634	0.524497	0.004288	0.457789	0.520985	0.494421	0.510842
0.519058	0.489681	0.481119	0.483041	0.517959	0.002560	0.501570	0.008326	0.507032	0.475721	0.503466	0.520879
0.499500	0.498854	0.538085	0.507015	0.512432	0.027867	0.512017	0.012897	0.491645	0.510865	0.485851	0.508861
0.534600	0.531579	0.478081	0.489378	0.500760	0.004542	0.513378	0.011395	0.453103	0.522602	0.490245	0.494212
0.507698	0.480184	0.505736	0.524615	0.446501	0.021840	0.495437	0.029626	0.506170	0.508239	0.472552	0.492848
0.531509	0.480566	0.472024	0.490306	0.497451	0.018547	0.502887	0.006610	0.507625	0.491333	0.501233	0.489075
0.548207	0.483825	0.495445	0.479564	0.504339	0.003119	0.473989	0.024947	0.529314	0.497462	0.480880	0.466428
0.517137	0.512438	0.505280	0.522529	0.481760	0.033245	0.484663	0.010446	0.497885	0.513193	0.477763	0.519410
0.490114	0.640601	0.360619	0.030951	0.489277	0.341059	0.249585	0.261122	0.687087	0.714188	0.662939	0.638169
0.486512	0.666315	0.359016	0.004176	0.532394	0.371628	0.250327	0.277559	0.680164	0.662071	0.689264	0.642209
0.524428	0.666542	0.342765	0.007710	0.495776	0.360937	0.248637	0.260113	0.681793	0.654728	0.639274	0.630802
