0.486188	0.679489	0.526003	0.515579
0.468451	0.658672	0.478139	0.496047
0.485621	0.643044	0.507916	0.454633
0.492768	0.669142	0.503188	0.520190
0.507166	0.652221	0.511720	0.556012
0.490848	0.664392	0.473896	0.523533
0.523723	0.666073	0.521713	0.542640
0.514714	0.657641	0.486914	0.510148
0.479143	0.663247	0.470441	0.520152
0.473166	0.686057	0.539419	0.497568
0.497275	0.671312	0.498797	0.511427
0.522697	0.653120	0.523278	0.520952
0.476227	0.658361	0.527951	0.534589
0.498730	0.662916	0.507835	0.498496
0.509102	0.634682	0.500519	0.501813
0.492256	0.653018	0.518161	0.489730
0.516808	0.659140	0.521771	0.495732
0.507785	0.664014	0.497283	0.474372
0.482058	0.663966	0.487423	0.523897
0.522914	0.672933	0.524522	0.515809
0.464462	0.688131	0.510467	0.497675
0.471049	0.650872	0.465652	0.498540
0.454075	0.503235	0.023935	0.472804
0.509975	0.480834	0.017170	0.510419
0.470102	0.500298	0.033565	0.490496
0.529235	0.473038	0.011397	0.527192
0.484660	0.473130	0.035716	0.475552
0.492307	0.505782	0.004514	0.513328
0.486150	0.500638	0.015904	0.503995
0.508972	0.470983	0.033367	0.498710
0.517516	0.481155	0.008429	0.458386
0.490144	0.462720	0.017511	0.480059
0.485493	0.505190	0.002069	0.474626
0.464963	0.478897	0.009167	0.474059
0.492476	0.509076	0.005559	0.545679
0.493204	0.539698	0.006801	0.512142
0.493991	0.545161	0.045876	0.502628
0.473165	0.498352	0.028210	0.519450
0.454840	0.526018	0.008943	0.522042
0.502951	0.510686	0.001636	0.522644
0.481206	0.522725	0.018037	0.489229
0.501099	0.536567	0.004311	0.505618
0.468009	0.504230	0.000908	0.532068
0.485399	0.531204	0.013055	0.505558
0.484531	0.523544	0.474202	0.480973
0.511468	0.509896	0.504984	0.512953
0.521518	0.505526	0.498788	0.461935
0.493047	0.519207	0.479442	0.474441
0.517454	0.478306	0.496199	0.504650
0.466451	0.516330	0.492550	0.519725
0.495477	0.506448	0.539524	0.523598
0.469559	0.515448	0.487675	0.502420
0.476167	0.520596	0.503028	0.495400
0.545695	0.490973	0.508562	0.472683
0.503786	0.535037	0.525385	0.491637
0.487001	0.482427	0.511765	0.492821
0.513117	0.508338	0.500765	0.498238
0.495339	0.472119	0.494652	0.498474
0.464677	0.472440	0.472264	0.523412
0.472399	0.499470	0.499648	0.493013
0.505187	0.333640	0.509858	0.470104
0.488476	0.325405	0.482759	0.487445
0.497856	0.336734	0.504665	0.494330
0.489357	0.336656	0.483423	0.494174
0.486892	0.287459	0.519392	0.460055
0.489417	0.290184	0.490235	0.519127
0.505635	0.337814	0.538579	0.511802
0.505714	0.332056	0.493976	0.487287
0.477859	0.325834	0.516022	0.486274
0.491942	0.341832	0.502236	0.462653
0.500143	0.349660	0.504750	0.513494
0.493292	0.330737	0.549399	0.512388
0.515348	0.333054	0.478876	0.497379
0.471976	0.367290	0.478111	0.524725
0.506818	0.323775	0.508247	0.506964
0.505551	0.319839	0.526143	0.513178
0.552681	0.314524	0.509443	0.525692
0.498307	0.371932	0.488716	0.490304
0.524507	0.325756	0.501128	0.506540
0.499902	0.341515	0.500160	0.490595
0.464563	0.290709	0.536107	0.490974
0.484863	0.303988	0.495519	0.505183
0.511645	0.325369	0.494173	0.481238
0.516653	0.292723	0.525317	0.490189
0.470112	0.329899	0.522754	0.498971
0.499309	0.330292	0.519625	0.495742
0.505237	0.507274	0.504161	0.478809
0.507427	0.573725	0.482964	0.507188
0.491640	0.515961	0.506080	0.492712
0.528139	0.531043	0.513531	0.551078
0.495193	0.497341	0.531665	0.516675
0.515586	0.527183	0.441597	0.485630
0.512681	0.504413	0.495200	0.517192
0.472454	0.494461	0.509204	0.497553
0.465817	0.499495	0.488246	0.483387
0.516914	0.491773	0.472719	0.504001
0.519096	0.479363	0.478996	0.492172
0.498669	0.484678	0.476200	0.500896
0.494292	0.482431	0.497423	0.514142
0.518380	0.489952	0.467996	0.491246
0.472168	0.538637	0.524617	0.490140
0.537780	0.470551	0.479616	0.502738
0.505370	0.006598	0.493484	0.481668
0.504980	0.027562	0.499423	0.518861
0.502464	0.029647	0.501087	0.483998
0.475384	0.004228	0.501774	0.493690
0.486357	0.011375	0.556624	0.502735
0.506715	0.030340	0.487990	0.481454
0.497602	0.011772	0.483273	0.512189
0.461418	0.037919	0.491593	0.528789
0.500602	0.008737	0.466424	0.504695
0.514027	0.015912	0.452897	0.479157
0.504348	0.004011	0.503446	0.480860
0.491434	0.013499	0.524323	0.535973
0.507186	0.038536	0.501331	0.497189
0.531269	0.003139	0.503495	0.511565
0.508915	0.008188	0.515147	0.477897
0.544768	0.027154	0.494224	0.540222
0.516189	0.039154	0.506025	0.531519
0.546502	0.034294	0.497271	0.478155
0.479612	0.024198	0.498548	0.473144
0.488071	0.496112	0.509168	0.472069
0.503135	0.483530	0.513394	0.476852
0.523203	0.476015	0.482468	0.522458
0.499774	0.513722	0.514458	0.524736
0.483924	0.502151	0.520349	0.491349
0.514808	0.526558	0.542481	0.497126
0.500341	0.512919	0.524584	0.531304
0.544985	0.482170	0.498632	0.469484
0.536198	0.486547	0.497545	0.490147
0.505093	0.630074	0.490320	0.508552
0.514542	0.678324	0.495018	0.504430
0.509508	0.666754	0.483165	0.477979
0.475461	0.656559	0.496742	0.476843
0.501563	0.685030	0.524927	0.498636
0.465082	0.658078	0.492664	0.524532
0.515423	0.711765	0.482342	0.494488
0.515433	0.676222	0.489203	0.488301
0.509777	0.662159	0.493786	0.506572
0.528742	0.662893	0.472265	0.499232
0.441160	0.660009	0.502028	0.504026
0.487465	0.677273	0.485119	0.484866
0.471355	0.653452	0.484683	0.485355
0.508490	0.696080	0.480613	0.481262
0.483314	0.649976	0.491814	0.480510
0.514860	0.638943	0.536474	0.500552
0.495337	0.662372	0.492083	0.500288
0.521319	0.687433	0.516979	0.504343
0.526185	0.669544	0.490978	0.490266
0.487508	0.673658	0.476378	0.507910
0.466734	0.625855	0.524905	0.511030
0.501083	0.650710	0.518404	0.493837
0.501500	0.673689	0.475748	0.498978
0.452684	0.680203	0.541764	0.520803
0.528619	0.483677	0.501209	0.502273
0.491215	0.475754	0.521839	0.518890
0.540433	0.502576	0.491719	0.508551
0.464461	0.476388	0.476665	0.489694
0.487715	0.463921	0.540369	0.528975
0.518282	0.494056	0.542052	0.528447
0.466076	0.508764	0.529245	0.514062
0.487482	0.501749	0.510640	0.484810
0.484282	0.527616	0.480830	0.517148
0.507150	0.542732	0.493132	0.477868
0.491781	0.517392	0.504635	0.509710
0.494965	0.465589	0.512644	0.490060
0.478850	0.501135	0.532555	0.515789
0.514904	0.485803	0.531511	0.490696
0.515013	0.491391	0.506955	0.473725
0.527588	0.478666	0.469113	0.468294
0.506430	0.488397	0.526126	0.510928
0.508434	0.486897	0.511523	0.506329
0.461237	0.467526	0.482489	0.484856
0.513408	0.510406	0.525471	0.493435
0.476756	0.498633	0.545781	0.505931
0.487333	0.503513	0.511866	0.503832
0.512614	0.505852	0.474403	0.499604
0.492308	0.471441	0.530447	0.501386
0.530389	0.526575	0.531768	0.473410
0.476122	0.542949	0.484785	0.491350
0.467162	0.488328	0.501555	0.479723
0.530064	0.493184	0.558597	0.492250
0.509118	0.520920	0.503451	0.514397
0.523285	0.524863	0.445684	0.491324
0.499194	0.504946	0.506636	0.494341
0.505060	0.011171	0.508497	0.488874
0.506445	0.004842	0.478802	0.515270
0.505201	0.044990	0.538416	0.476341
0.491387	0.016471	0.506173	0.488617
0.484182	0.000090	0.507056	0.481748
0.488050	0.006246	0.488331	0.542689
0.512127	0.017523	0.517253	0.481015
0.520959	0.028702	0.501916	0.506843
0.490463	0.018204	0.479643	0.493718
0.495674	0.007281	0.516835	0.515440
0.521101	0.339500	0.457834	0.502421
0.512585	0.307950	0.508768	0.496742
0.502327	0.348813	0.490076	0.517563
0.496615	0.295583	0.519341	0.514584
0.516275	0.344296	0.493975	0.506987
0.510809	0.301786	0.501501	0.506377
0.520605	0.292569	0.492959	0.492893
0.499399	0.325451	0.495854	0.473924
0.486180	0.356986	0.514704	0.457484
0.511582	0.308306	0.499297	0.493926
0.491034	0.348789	0.465235	0.506813
0.484102	0.348189	0.509625	0.508314
0.491547	0.368894	0.495862	0.497544
0.523174	0.309537	0.505176	0.491192
0.510697	0.324949	0.496755	0.528855
0.476916	0.374525	0.515269	0.504851
0.518813	0.283400	0.521794	0.505398
0.483551	0.324965	0.490713	0.496006
0.495312	0.337272	0.497956	0.489497
0.519026	0.004483	0.654449	0.047949
0.506370	0.020509	0.675009	0.010228
0.522902	0.002742	0.651172	0.013471
0.494095	0.020867	0.689254	0.010448
0.506930	0.025492	0.677407	0.023248
0.489412	0.029248	0.671972	0.000098
0.508208	0.039674	0.656302	0.004129
0.495250	0.000678	0.653249	0.004540
0.501248	0.008057	0.680826	0.014919
0.486687	0.024884	0.660388	0.018867
0.464257	0.517337	0.480610	0.503700
0.525336	0.502862	0.508280	0.505429
0.510410	0.466837	0.509247	0.497936
0.478794	0.530884	0.498996	0.492817
0.523314	0.497003	0.487871	0.488931
0.532408	0.511083	0.516691	0.504518
0.529804	0.497835	0.513466	0.519908
0.513508	0.485941	0.512883	0.547279
0.518071	0.510995	0.504154	0.483729
0.515405	0.489847	0.506611	0.469623
0.479325	0.496874	0.513621	0.499779
0.496873	0.506670	0.495208	0.476728
0.520834	0.514999	0.494688	0.513419
0.502587	0.499483	0.523048	0.508038
0.514426	0.500806	0.464926	0.478005
0.507511	0.490764	0.515980	0.476640
0.509551	0.529260	0.474434	0.519391
0.503663	0.021579	0.342735	0.490347
0.504504	0.028301	0.352717	0.462209
0.475386	0.047836	0.357244	0.495098
0.504767	0.015330	0.356702	0.481182
0.509642	0.024349	0.305883	0.493743
0.453419	0.008259	0.340505	0.496470
0.511113	0.008443	0.362734	0.486740
0.529298	0.047200	0.335885	0.508127
0.497679	0.674719	0.005485	0.009228
0.515890	0.665754	0.016463	0.020940
0.493433	0.642761	0.031317	0.007871
0.507357	0.662797	0.010327	0.010782
0.470747	0.619912	0.001500	0.002859
0.498569	0.676886	0.010653	0.006980
0.530245	0.652366	0.002841	0.045351
0.478470	0.682479	0.015403	0.045442
0.526559	0.675936	0.004763	0.042472
0.496304	0.686097	0.021981	0.000230
0.508987	0.663508	0.021790	0.004512
0.513348	0.650630	0.032683	0.002072
0.485560	0.676975	0.021384	0.015242
0.519549	0.666475	0.017672	0.001524
0.431541	0.668549	0.014268	0.003605
0.482951	0.676810	0.014005	0.017119
0.543959	0.644525	0.022944	0.016741
0.500369	0.624114	0.004415	0.017746
0.472790	0.654375	0.531743	0.499100
0.517886	0.684875	0.474127	0.502955
0.530886	0.676273	0.511602	0.528774
0.497204	0.680765	0.505044	0.514140
0.470686	0.659530	0.504194	0.493315
0.497100	0.656330	0.516800	0.517287
0.495854	0.661175	0.498571	0.499538
0.529112	0.648607	0.474113	0.504165
0.499621	0.504324	0.490413	0.511692
0.508425	0.527560	0.480356	0.520218
0.487596	0.520648	0.520742	0.495933
0.469345	0.484562	0.538485	0.484762
0.504625	0.512350	0.505712	0.466769
0.474544	0.475406	0.517115	0.533661
0.508423	0.522513	0.510549	0.512141
0.503793	0.485355	0.493155	0.505006
0.478852	0.479562	0.543642	0.519666
0.491064	0.505365	0.498501	0.505055
0.487339	0.518611	0.463559	0.479784
0.485968	0.468322	0.508882	0.512237
0.518278	0.515741	0.464560	0.517018
0.523210	0.510030	0.535219	0.516149
0.564026	0.514031	0.469902	0.501243
0.482432	0.485123	0.526131	0.522493
0.474142	0.316917	0.008137	0.456756
0.494736	0.343625	0.004119	0.502954
0.469345	0.335835	0.014227	0.491965
0.506732	0.324668	0.012373	0.504118
0.504616	0.352419	0.013866	0.493496
0.523176	0.297360	0.041401	0.523669
0.529279	0.356968	0.037765	0.519349
0.502076	0.503497	0.011180	0.000334
0.504296	0.527149	0.004292	0.012850
0.512339	0.544708	0.045124	0.018143
0.470421	0.490318	0.033402	0.050095
0.492832	0.505256	0.060859	0.013444
0.485747	0.481412	0.032070	0.001743
0.493132	0.505841	0.004258	0.020028
0.515862	0.489090	0.000165	0.007359
0.477531	0.503816	0.004897	0.006098
0.487055	0.462738	0.005265	0.020901
0.484318	0.491315	0.025611	0.010547
0.527259	0.499442	0.017338	0.008191
0.543438	0.500982	0.026195	0.004445
0.485780	0.489155	0.025502	0.024616
0.489497	0.491886	0.036918	0.009252
0.504138	0.507575	0.002235	0.008045
0.494784	0.536137	0.024049	0.029465
0.528440	0.509613	0.496525	0.491369
0.484893	0.473626	0.504749	0.497231
0.482417	0.549464	0.500412	0.501591
0.505869	0.499165	0.459266	0.502724
0.488032	0.505324	0.547090	0.505338
0.544910	0.463019	0.469838	0.511439
0.514090	0.536131	0.504150	0.518631
0.492613	0.499862	0.513836	0.491466
0.480066	0.489299	0.522868	0.488534
0.505622	0.030112	0.509276	0.508041
0.475646	0.042490	0.480894	0.496960
0.493557	0.025713	0.510753	0.499064
0.505460	0.004735	0.522616	0.552488
0.488069	0.015671	0.497914	0.445372
0.513642	0.013925	0.475299	0.481638
0.477592	0.003182	0.474149	0.491765
0.484111	0.001780	0.523802	0.500111
0.488997	0.032490	0.502861	0.520374
0.483928	0.008966	0.486256	0.477488
0.492957	0.003340	0.482173	0.479658
0.488738	0.010316	0.523145	0.497948
0.502067	0.059606	0.516183	0.502251
0.544314	0.015961	0.509410	0.514152
0.489230	0.322733	0.471379	0.506442
0.481166	0.338370	0.491822	0.466805
0.517075	0.340634	0.502004	0.477465
0.477797	0.369559	0.543489	0.524042
0.502069	0.344044	0.511305	0.535525
0.504370	0.344250	0.513505	0.453865
0.470773	0.017874	0.531763	0.498847
0.470939	0.017148	0.541994	0.480080
0.476699	0.020932	0.507593	0.539433
0.472281	0.032398	0.473928	0.513899
0.509959	0.003442	0.501831	0.486650
0.488606	0.005815	0.516185	0.505857
0.518518	0.033091	0.471876	0.480317
0.531407	0.021347	0.490234	0.506986
0.500536	0.007896	0.490144	0.511333
0.493276	0.023688	0.497345	0.525911
0.479094	0.009110	0.526152	0.443873
