0.492623	0.340045	0.497303	0.345677	0.002980	0.321691	0.299400	0.249440	0.498068	0.267740
0.463488	0.338820	0.471825	0.335034	0.019285	0.314760	0.336486	0.259095	0.487768	0.273856
0.465132	0.368997	0.499838	0.319387	0.043932	0.345779	0.337523	0.260327	0.492975	0.219466
0.488953	0.362046	0.497653	0.307366	0.026161	0.342241	0.344793	0.276473	0.486675	0.255508
0.484763	0.339700	0.497576	0.325955	0.024880	0.338175	0.329538	0.234437	0.477294	0.238832
0.491040	0.336454	0.474106	0.336464	0.015589	0.352380	0.293475	0.227945	0.486536	0.247764
0.489957	0.321313	0.485138	0.347222	0.009505	0.287836	0.333143	0.259841	0.450913	0.255897
0.499987	0.354390	0.490433	0.356744	0.024477	0.353949	0.353633	0.248267	0.489713	0.258817
0.497354	0.350637	0.472690	0.328576	0.001847	0.310150	0.351550	0.232642	0.486903	0.247920
0.466956	0.320217	0.480108	0.343780	0.019071	0.323869	0.359610	0.248295	0.493086	0.266847
0.497789	0.350931	0.496761	0.278869	0.007700	0.342898	0.381777	0.218913	0.479354	0.273058
0.472650	0.333770	0.470464	0.343978	0.027539	0.348935	0.352057	0.217826	0.468491	0.229068
0.488446	0.345122	0.485116	0.343997	0.017099	0.358002	0.357163	0.251499	0.482413	0.220945
0.490880	0.337390	0.495097	0.310224	0.014388	0.321465	0.343636	0.215523	0.475238	0.264328
0.470198	0.295671	0.475484	0.341626	0.009195	0.296402	0.322739	0.278641	0.473984	0.254064
0.495418	0.349856	0.475509	0.329894	0.012433	0.306766	0.329404	0.255605	0.487387	0.260231
0.473540	0.364767	0.456793	0.341130	0.040276	0.335548	0.356350	0.232908	0.496573	0.232871
0.495193	0.336724	0.482470	0.352008	0.014021	0.330857	0.316407	0.232510	0.496596	0.256182
0.499955	0.289249	0.496385	0.371265	0.003975	0.336876	0.346335	0.255926	0.476251	0.268886
0.476655	0.336014	0.496428	0.362386	0.011073	0.353916	0.371077	0.217116	0.489544	0.221953
0.484496	0.352632	0.481086	0.355997	0.002457	0.336340	0.360331	0.243686	0.474728	0.264036
0.487172	0.349650	0.497531	0.331421	0.015729	0.338481	0.349080	0.212854	0.488778	0.261894
0.466308	0.311365	0.011640	0.345794	0.332847	0.487812	0.374861	0.341483	0.495981	0.326756
0.488119	0.336565	0.001696	0.321820	0.336545	0.493880	0.326762	0.336399	0.488046	0.346530
0.464532	0.321973	0.015532	0.373828	0.299061	0.492053	0.330421	0.310959	0.493918	0.325706
0.488561	0.320570	0.019463	0.330340	0.338753	0.490013	0.322710	0.343780	0.497739	0.324446
0.493991	0.314887	0.007626	0.318567	0.377209	0.483864	0.345875	0.347303	0.478942	0.333360
0.473101	0.353149	0.007256	0.332207	0.346200	0.474662	0.334347	0.339250	0.473709	0.321913
0.493975	0.371566	0.012975	0.353408	0.293194	0.480597	0.330298	0.318058	0.423463	0.313851
0.454584	0.357869	0.027180	0.341499	0.298929	0.488452	0.335767	0.325698	0.480448	0.327580
0.490378	0.313070	0.020823	0.341027	0.330875	0.494089	0.339277	0.339532	0.499436	0.348887
0.499996	0.323407	0.018240	0.341072	0.365935	0.469144	0.322840	0.345866	0.488605	0.334392
0.491079	0.326257	0.011424	0.349997	0.349728	0.496573	0.338892	0.367018	0.490740	0.340548
0.484596	0.331386	0.017593	0.348497	0.349830	0.494566	0.329670	0.320448	0.497224	0.304814
0.496637	0.345921	0.023172	0.334285	0.339046	0.466981	0.343489	0.289747	0.462151	0.315125
0.498884	0.320258	0.012991	0.348648	0.315069	0.462262	0.346731	0.344443	0.497746	0.327786
0.492993	0.339317	0.020163	0.361289	0.330253	0.477419	0.297312	0.353941	0.487140	0.334575
0.470250	0.382130	0.006185	0.345438	0.348128	0.496891	0.356398	0.329267	0.479474	0.368250
0.460701	0.324524	0.012995	0.356188	0.306899	0.491298	0.362600	0.353816	0.490547	0.320056
0.484853	0.316385	0.020416	0.327608	0.341955	0.499696	0.363888	0.335237	0.497028	0.325077
0.483928	0.317415	0.022014	0.316208	0.302225	0.486575	0.344679	0.314637	0.486019	0.297301
0.496357	0.310213	0.012772	0.314837	0.281582	0.488451	0.329585	0.357868	0.492792	0.321487
0.494267	0.308815	0.004373	0.341075	0.332810	0.486192	0.292800	0.351612	0.476574	0.332888
0.498698	0.325235	0.044199	0.334555	0.346366	0.481155	0.272423	0.322406	0.486272	0.324704
0.459882	0.347680	0.473190	0.332788	0.001250	0.334900	0.323243	0.325442	0.291147	0.335302
0.484209	0.324908	0.498625	0.302211	0.000370	0.300721	0.330181	0.323930	0.245253	0.329766
0.487222	0.342932	0.468487	0.347363	0.008565	0.344413	0.360381	0.317359	0.262966	0.347747
0.464423	0.314774	0.473535	0.341998	0.008857	0.336312	0.303241	0.316056	0.268095	0.332124
0.483707	0.339960	0.479615	0.312916	0.038368	0.330322	0.350731	0.340855	0.242579	0.332630
0.492198	0.344123	0.483940	0.330991	0.003959	0.324896	0.331273	0.340894	0.272980	0.351610
0.495736	0.332761	0.492091	0.328722	0.042352	0.331510	0.340409	0.338548	0.255275	0.287666
0.493293	0.365878	0.491833	0.329923	0.034519	0.345739	0.359678	0.359870	0.256607	0.327619
0.472978	0.336810	0.483418	0.331170	0.013340	0.336607	0.328664	0.330386	0.247651	0.341769
0.489125	0.327544	0.497345	0.321199	0.020467	0.313076	0.326763	0.320797	0.248926	0.331108
0.494728	0.340852	0.474917	0.302393	0.022335	0.349363	0.301786	0.358115	0.259118	0.338570
0.480998	0.324454	0.499416	0.351063	0.015684	0.373204	0.328727	0.370112	0.261880	0.363273
0.493024	0.337219	0.490446	0.320775	0.011936	0.336143	0.332680	0.354456	0.236586	0.327140
0.496087	0.333130	0.494984	0.338813	0.021441	0.349754	0.304681	0.364002	0.281741	0.344506
0.450203	0.358858	0.488720	0.344435	0.002232	0.372405	0.338868	0.315663	0.209470	0.371361
0.469944	0.360060	0.483564	0.364237	0.004852	0.318131	0.306923	0.351940	0.223553	0.373229
0.497666	0.366083	0.007134	0.348709	0.314660	0.308326	0.332897	0.315183	0.327100	0.366128
0.495131	0.351479	0.006250	0.355891	0.311633	0.366241	0.296790	0.347919	0.309224	0.358049
0.488400	0.288778	0.015242	0.335524	0.349766	0.334309	0.373089	0.328612	0.358878	0.341071
0.468276	0.344169	0.015808	0.308725	0.321176	0.320013	0.305438	0.346606	0.336242	0.311116
0.497933	0.362354	0.013524	0.325953	0.331641	0.310657	0.337952	0.350819	0.332189	0.321235
0.497843	0.370900	0.015239	0.366034	0.331606	0.342136	0.321122	0.333910	0.349622	0.346135
0.478087	0.365591	0.023996	0.297304	0.334715	0.346481	0.335467	0.324433	0.346990	0.321130
0.491962	0.359796	0.017562	0.341120	0.347832	0.294885	0.346901	0.324528	0.308646	0.336568
0.495435	0.346048	0.037738	0.329053	0.333377	0.370626	0.321232	0.327217	0.352363	0.333089
0.485573	0.298540	0.009680	0.346049	0.324092	0.349156	0.318592	0.335321	0.336157	0.323971
0.489475	0.330622	0.002128	0.327762	0.321620	0.328249	0.319884	0.338484	0.339124	0.306659
0.455046	0.363403	0.024502	0.328377	0.332121	0.348465	0.342717	0.335498	0.322550	0.317001
0.472019	0.308618	0.018184	0.337198	0.328300	0.380178	0.333696	0.362382	0.337572	0.335247
0.493490	0.335464	0.006285	0.305255	0.331290	0.315566	0.349464	0.328313	0.279096	0.327414
0.488452	0.321323	0.032575	0.334091	0.365479	0.327341	0.345078	0.340061	0.328645	0.340104
0.496615	0.323233	0.031430	0.323881	0.367008	0.356851	0.331935	0.359718	0.316202	0.346820
0.467098	0.358017	0.003607	0.341904	0.332383	0.325427	0.325276	0.332471	0.328719	0.321767
0.472636	0.360849	0.004615	0.303373	0.352005	0.348712	0.343548	0.316081	0.327878	0.334137
0.474650	0.320133	0.019058	0.307233	0.299299	0.336331	0.327149	0.313865	0.340060	0.326467
0.473202	0.305435	0.011118	0.330084	0.304079	0.338366	0.323477	0.340219	0.311613	0.340860
0.471645	0.357743	0.011042	0.340211	0.335297	0.343142	0.334054	0.384598	0.334900	0.313257
0.475862	0.303750	0.021886	0.338148	0.320214	0.357837	0.348309	0.333086	0.318650	0.342706
0.478917	0.356399	0.028774	0.341891	0.330417	0.318080	0.315334	0.351325	0.335016	0.314959
0.491137	0.363069	0.006981	0.367476	0.350182	0.338157	0.335536	0.342715	0.317986	0.338547
0.488502	0.365331	0.013355	0.328425	0.345275	0.330091	0.322067	0.342143	0.317931	0.350957
0.492285	0.332952	0.003843	0.327866	0.332165	0.322202	0.355489	0.349411	0.306616	0.309419
0.461271	0.336993	0.028779	0.330279	0.006004	0.496002	0.334581	0.453957	0.469492	0.495072
0.489718	0.345560	0.010789	0.330457	0.028238	0.493944	0.298351	0.489775	0.474638	0.472296
0.463458	0.341516	0.018938	0.301009	0.025573	0.485740	0.394931	0.493952	0.492190	0.479615
0.462864	0.375607	0.007759	0.331423	0.031607	0.498403	0.321739	0.492861	0.483925	0.464520
0.490815	0.297085	0.010302	0.338611	0.014074	0.499599	0.319883	0.479611	0.486453	0.489500
0.452467	0.327427	0.009288	0.292991	0.048592	0.493747	0.320730	0.498439	0.487113	0.488446
0.487185	0.342601	0.010924	0.365370	0.031804	0.474375	0.292987	0.497661	0.485740	0.491777
0.493208	0.343472	0.034780	0.302481	0.016970	0.479462	0.331503	0.487758	0.499472	0.498738
0.457309	0.329832	0.003883	0.334949	0.014844	0.469125	0.319919	0.499608	0.477532	0.496994
0.477795	0.347467	0.012183	0.308481	0.001940	0.493176	0.346469	0.480145	0.492253	0.478462
0.491919	0.326518	0.008093	0.311472	0.001431	0.454422	0.327514	0.479703	0.495805	0.485668
0.499756	0.312378	0.022134	0.368647	0.009131	0.483139	0.348516	0.466778	0.459507	0.468402
0.483329	0.336782	0.015027	0.329444	0.010705	0.493633	0.351226	0.478437	0.492039	0.452105
0.498624	0.348659	0.027267	0.299348	0.020956	0.498044	0.336661	0.474369	0.499173	0.497215
0.495122	0.331272	0.000945	0.349569	0.003294	0.491970	0.300378	0.478548	0.485519	0.489641
0.490012	0.323723	0.042768	0.320560	0.019242	0.473506	0.327178	0.479853	0.498096	0.453438
0.454476	0.320309	0.003200	0.338693	0.002483	0.241497	0.339363	0.479859	0.344272	0.473664
