0.498914	0.002282	0.676917	0.004887	0.743527	0.019424	0.035193
0.517347	0.025339	0.669776	0.043327	0.759716	0.021427	0.016377
0.526088	0.003065	0.670398	0.007330	0.712024	0.011188	0.031714
0.498551	0.005050	0.690260	0.025506	0.755022	0.042271	0.022239
0.484867	0.021332	0.661698	0.013171	0.746671	0.014063	0.017874
0.512616	0.002323	0.674327	0.010871	0.789351	0.001606	0.001355
0.498545	0.009388	0.709309	0.015779	0.758245	0.010732	0.045939
0.509249	0.002361	0.681075	0.000200	0.766471	0.029740	0.000507
0.507906	0.014144	0.649952	0.044409	0.770397	0.011173	0.007022
0.509804	0.015479	0.724219	0.006876	0.726737	0.033903	0.006510
0.489701	0.008596	0.655507	0.011548	0.726022	0.008466	0.001381
0.470285	0.005093	0.659191	0.027163	0.749764	0.021824	0.024963
0.498470	0.008911	0.688827	0.023809	0.743011	0.015965	0.006193
0.516383	0.001766	0.672328	0.006946	0.761044	0.007812	0.022907
0.493791	0.032755	0.684210	0.021056	0.752677	0.023945	0.013941
0.512428	0.003011	0.669353	0.013046	0.780595	0.015429	0.038411
0.503280	0.009966	0.642548	0.012575	0.774573	0.005470	0.013479
0.494166	0.012777	0.701364	0.004873	0.757898	0.009533	0.035116
0.495766	0.002393	0.643752	0.052241	0.745302	0.007183	0.021937
0.521788	0.020967	0.693624	0.065165	0.775478	0.009096	0.002465
0.508959	0.015765	0.689845	0.024966	0.763329	0.040972	0.005533
0.497556	0.000262	0.700525	0.021822	0.760486	0.034656	0.012045
0.519603	0.006377	0.037604	0.499265	0.002395	0.011441	0.001856
0.504081	0.024111	0.000833	0.474435	0.027671	0.008339	0.017879
0.488994	0.021295	0.016009	0.512488	0.021722	0.031725	0.000410
0.523788	0.002587	0.013651	0.489572	0.018463	0.018122	0.007270
0.479178	0.000034	0.016457	0.514115	0.004276	0.018724	0.050348
0.523574	0.005616	0.002693	0.510824	0.022342	0.002804	0.016935
0.526049	0.003201	0.015810	0.519096	0.016775	0.006517	0.002488
0.483291	0.019380	0.021748	0.475171	0.013422	0.027845	0.010431
0.513339	0.015024	0.010164	0.534898	0.024587	0.011533	0.022788
0.489610	0.000587	0.032486	0.510829	0.006915	0.001146	0.007486
0.480878	0.002026	0.024160	0.455797	0.018209	0.047662	0.007092
0.489528	0.024846	0.053231	0.480692	0.001778	0.024199	0.006379
0.494862	0.042382	0.021589	0.533933	0.037331	0.013345	0.004019
0.486661	0.011565	0.013907	0.492915	0.024641	0.035964	0.025757
0.525650	0.007056	0.003096	0.507502	0.042320	0.005953	0.004172
0.492265	0.002901	0.014253	0.481005	0.000912	0.001409	0.010702
0.540227	0.018076	0.025685	0.500787	0.003714	0.004306	0.039491
0.513661	0.022017	0.000235	0.511932	0.007387	0.010385	0.030828
0.511821	0.019474	0.032711	0.503438	0.007351	0.014345	0.034467
0.486231	0.056730	0.012281	0.491956	0.009386	0.015108	0.000874
0.499962	0.004995	0.023354	0.530134	0.009448	0.008696	0.026763
0.509337	0.005360	0.004335	0.502670	0.000491	0.001057	0.003877
0.512603	0.453472	0.486877	0.528249	0.478774	0.447569	0.523240
0.496115	0.490661	0.469394	0.499855	0.513206	0.518642	0.510582
0.474299	0.469045	0.476865	0.520034	0.462954	0.482737	0.520097
0.485578	0.516236	0.510656	0.516533	0.509734	0.528321	0.499226
0.485881	0.521292	0.506317	0.499714	0.506279	0.499754	0.510235
0.522198	0.504889	0.495272	0.492502	0.464805	0.501728	0.473619
0.507124	0.482754	0.510058	0.489915	0.517517	0.513517	0.505771
0.480221	0.502583	0.513543	0.488145	0.515082	0.514630	0.530129
0.526060	0.485841	0.482274	0.480702	0.499321	0.547068	0.513585
0.514670	0.477265	0.506294	0.543529	0.517489	0.516379	0.532104
0.518428	0.510828	0.537816	0.498010	0.492004	0.481500	0.525059
0.474513	0.505511	0.485953	0.508297	0.480960	0.467271	0.513422
0.476297	0.539342	0.493794	0.498213	0.499343	0.470693	0.512195
0.525233	0.490781	0.487885	0.539081	0.491667	0.508256	0.517332
0.533911	0.512034	0.478064	0.476232	0.525600	0.493524	0.512509
0.495938	0.487296	0.465537	0.497198	0.477374	0.506034	0.532498
0.504267	0.518748	0.342899	0.504268	0.535984	0.017628	0.030801
0.446458	0.493217	0.316846	0.520947	0.456239	0.047570	0.001416
0.488206	0.470963	0.289182	0.504705	0.525109	0.005481	0.013896
0.481753	0.494873	0.312853	0.506600	0.510926	0.050817	0.045447
0.502712	0.489828	0.329445	0.499309	0.480062	0.034169	0.023052
0.509350	0.494294	0.305617	0.491876	0.482068	0.026541	0.042391
0.481652	0.509062	0.304797	0.518309	0.514736	0.040353	0.024627
0.507805	0.528000	0.339866	0.494548	0.512427	0.027323	0.006253
0.500477	0.517556	0.311941	0.517918	0.491551	0.010771	0.012322
0.513027	0.544052	0.303239	0.492592	0.491306	0.000647	0.005165
0.473519	0.519308	0.313549	0.482969	0.496436	0.018317	0.000546
0.487403	0.509203	0.331834	0.501198	0.521275	0.034602	0.005683
0.456347	0.510569	0.316893	0.494503	0.512253	0.006885	0.019021
0.495998	0.522017	0.369211	0.457198	0.527820	0.015417	0.001496
0.516522	0.482297	0.321020	0.477004	0.501183	0.032142	0.010542
0.480222	0.510327	0.349489	0.477628	0.474083	0.025788	0.065706
0.518509	0.491787	0.348640	0.507722	0.521063	0.010203	0.016703
0.524384	0.477073	0.366396	0.478627	0.499959	0.013552	0.021923
0.509829	0.488686	0.315083	0.495565	0.524570	0.020102	0.001582
0.532051	0.528278	0.354981	0.486891	0.500065	0.005411	0.001280
