0.498914	0.002282	0.323083	0.004887	0.256473	0.019424	0.035193
0.482653	0.025339	0.330224	0.043327	0.240284	0.021427	0.016377
0.473912	0.003065	0.329602	0.007330	0.287976	0.011188	0.031714
0.498551	0.005050	0.309740	0.025506	0.244978	0.042271	0.022239
0.484867	0.021332	0.338302	0.013171	0.253329	0.014063	0.017874
0.487384	0.002323	0.325673	0.010871	0.210649	0.001606	0.001355
0.498545	0.009388	0.290691	0.015779	0.241755	0.010732	0.045939
0.490751	0.002361	0.318925	0.000200	0.233529	0.029740	0.000507
0.492094	0.014144	0.350048	0.044409	0.229603	0.011173	0.007022
0.490196	0.015479	0.275781	0.006876	0.273263	0.033903	0.006510
0.489701	0.008596	0.344493	0.011548	0.273978	0.008466	0.001381
0.470285	0.005093	0.340809	0.027163	0.250236	0.021824	0.024963
0.498470	0.008911	0.311173	0.023809	0.256989	0.015965	0.006193
0.483617	0.001766	0.327672	0.006946	0.238956	0.007812	0.022907
0.493791	0.032755	0.315790	0.021056	0.247323	0.023945	0.013941
0.487572	0.003011	0.330647	0.013046	0.219405	0.015429	0.038411
0.496720	0.009966	0.357452	0.012575	0.225427	0.005470	0.013479
0.494166	0.012777	0.298636	0.004873	0.242102	0.009533	0.035116
0.495766	0.002393	0.356248	0.052241	0.254698	0.007183	0.021937
0.478212	0.020967	0.306376	0.065165	0.224522	0.009096	0.002465
0.491041	0.015765	0.310155	0.024966	0.236671	0.040972	0.005533
0.497556	0.000262	0.299475	0.021822	0.239514	0.034656	0.012045
0.480397	0.006377	0.037604	0.499265	0.002395	0.011441	0.001856
0.495919	0.024111	0.000833	0.474435	0.027671	0.008339	0.017879
0.488994	0.021295	0.016009	0.487512	0.021722	0.031725	0.000410
0.476212	0.002587	0.013651	0.489572	0.018463	0.018122	0.007270
0.479178	0.000034	0.016457	0.485885	0.004276	0.018724	0.050348
0.476426	0.005616	0.002693	0.489176	0.022342	0.002804	0.016935
0.473951	0.003201	0.015810	0.480904	0.016775	0.006517	0.002488
0.483291	0.019380	0.021748	0.475171	0.013422	0.027845	0.010431
0.486661	0.015024	0.010164	0.465102	0.024587	0.011533	0.022788
0.489610	0.000587	0.032486	0.489171	0.006915	0.001146	0.007486
0.480878	0.002026	0.024160	0.455797	0.018209	0.047662	0.007092
0.489528	0.024846	0.053231	0.480692	0.001778	0.024199	0.006379
0.494862	0.042382	0.021589	0.466067	0.037331	0.013345	0.004019
0.486661	0.011565	0.013907	0.492915	0.024641	0.035964	0.025757
0.474350	0.007056	0.003096	0.492498	0.042320	0.005953	0.004172
0.492265	0.002901	0.014253	0.481005	0.000912	0.001409	0.010702
0.459773	0.018076	0.025685	0.499213	0.003714	0.004306	0.039491
0.486339	0.022017	0.000235	0.488068	0.007387	0.010385	0.030828
0.488179	0.019474	0.032711	0.496562	0.007351	0.014345	0.034467
0.486231	0.056730	0.012281	0.491956	0.009386	0.015108	0.000874
0.499962	0.004995	0.023354	0.469866	0.009448	0.008696	0.026763
0.490663	0.005360	0.004335	0.497330	0.000491	0.001057	0.003877
0.487397	0.453472	0.486877	0.471751	0.478774	0.447569	0.476760
0.496115	0.490661	0.469394	0.499855	0.486794	0.481358	0.489418
0.474299	0.469045	0.476865	0.479966	0.462954	0.482737	0.479903
0.485578	0.483764	0.489344	0.483467	0.490266	0.471679	0.499226
0.485881	0.478708	0.493683	0.499714	0.493721	0.499754	0.489765
0.477802	0.495111	0.495272	0.492502	0.464805	0.498272	0.473619
0.492876	0.482754	0.489942	0.489915	0.482483	0.486483	0.494229
0.480221	0.497417	0.486457	0.488145	0.484918	0.485370	0.469871
0.473940	0.485841	0.482274	0.480702	0.499321	0.452932	0.486415
0.485330	0.477265	0.493706	0.456471	0.482511	0.483621	0.467896
0.481572	0.489172	0.462184	0.498010	0.492004	0.481500	0.474941
0.474513	0.494489	0.485953	0.491703	0.480960	0.467271	0.486578
0.476297	0.460658	0.493794	0.498213	0.499343	0.470693	0.487805
